M  = 7648
NX = 200
NY = 200

u_rad, v_rad, vis_r, vis_i, noise_std_dev
-3.038315e-01, 7.658134e-02, -2.041255e+00, -2.285067e+00, 7.566015e-02
2.705721e-02, 2.692853e-01, -2.183811e+00, 2.163733e+00, 9.509046e-02
5.107391e-02, -3.765596e-02, 1.935828e+00, 2.076492e+00, 1.103731e-01
1.788441e-01, -9.218898e-02, -2.529244e+00, 2.031083e+00, 1.159482e-01
3.465008e-03, -5.568647e-02, -6.629359e+00, 1.097317e-01, 2.703288e-01
3.194816e-02, -2.325789e-02, -6.484659e+00, -1.079946e+00, 2.601979e-01
3.628369e-01, 1.694451e-01, 1.472860e+00, 2.575635e+00, 9.081507e-02
1.277701e-01, -5.453311e-02, -2.091195e+00, 2.113475e-02, 8.439494e-02
-4.760899e-02, -1.803063e-02, 1.122994e+00, 8.334063e+00, 2.014961e-01
-1.912577e-02, 1.439808e-02, -9.259664e-01, 9.236985e+00, 1.862019e-01
3.117632e-01, 2.071011e-01, 4.889667e+00, 1.137604e+00, 1.284278e-01
-1.753793e-01, 3.650249e-02, 1.110071e+00, -9.970145e-02, 6.379376e-02
-1.468958e-01, 6.893116e-02, 1.197809e+00, 6.069131e-01, 4.204170e-02
1.839930e-01, 2.616338e-01, -2.578208e+00, -9.034740e-01, 6.791441e-02
2.848322e-02, 3.242880e-02, 1.118677e+01, 1.572783e+00, 2.558255e-01
3.593730e-01, 2.251317e-01, 4.879470e-01, -4.730293e+00, 1.198639e-01
3.308888e-01, 1.927029e-01, -6.388598e-01, -4.746079e+00, 1.245959e-01
-4.527419e-02, 1.714535e-01, 7.863790e-01, 2.120269e+00, 3.335643e-01
2.537516e-01, 5.529618e-02, 8.588339e-01, 1.737753e+00, 3.695869e-01
-8.243947e-02, 1.551609e-01, -2.541689e+00, 2.734570e+00, 3.925137e-01
-3.129445e-02, 1.175008e-01, -3.289782e-02, 4.696812e+00, 8.245357e-01
9.663602e-02, 6.295802e-02, 1.759845e+00, -6.428571e+00, 4.219582e-01
-7.914190e-02, 9.947358e-02, -2.179159e+00, -1.375598e+00, 4.559685e-01
-5.044179e-02, 1.319002e-01, -1.932440e+00, -1.289955e+00, 2.816703e-01
2.811811e-01, 3.245788e-01, -1.185895e+00, 3.755949e+00, 3.473506e-01
2.990267e-01, -1.161573e-01, 2.282814e+00, 5.181848e-01, 4.224888e-02
-3.716556e-02, -1.629298e-02, 4.896000e+00, 8.471957e+00, 3.024663e-01
1.397980e-02, -5.395272e-02, -4.011928e+00, 2.495749e+00, 8.653076e-02
1.419103e-01, -1.084954e-01, -2.792098e+00, -1.368051e+00, 4.150473e-02
-3.386785e-02, -7.198003e-02, -2.157866e+00, -7.793533e+00, 2.891792e-01
-5.167629e-03, -3.955337e-02, -2.031270e+00, -8.748988e+00, 1.879091e-01
3.264559e-01, 1.531251e-01, -2.713674e+00, 1.976292e+00, 1.055975e-01
-3.361920e-01, 9.986427e-02, 6.891111e-01, 1.593602e+00, 7.878386e-02
-2.850467e-01, 6.220447e-02, -1.235112e+00, 2.393958e+00, 8.810164e-02
-1.571161e-01, 7.661847e-03, -3.163881e+00, -6.082227e-01, 6.130304e-02
-3.328940e-01, 4.417735e-02, -1.881447e+00, -2.240582e+00, 1.178664e-01
-3.041941e-01, 7.660404e-02, -1.971728e+00, -2.321767e+00, 7.715819e-02
2.742860e-02, 2.692833e-01, -2.419282e+00, 1.833401e+00, 1.120587e-01
5.114527e-02, -3.765977e-02, 2.145996e+00, 1.897991e+00, 1.582575e-01
1.790760e-01, -9.220234e-02, -2.634973e+00, 2.133770e+00, 1.151796e-01
3.297526e-03, -5.568678e-02, -6.337296e+00, -9.618260e-01, 3.759754e-01
3.199787e-02, -2.326027e-02, -6.599607e+00, -7.738065e-01, 2.125645e-01
3.636215e-01, 1.694180e-01, 1.310889e+00, 2.539974e+00, 1.680771e-01
1.279305e-01, -5.454265e-02, -2.017129e+00, -3.051987e-02, 1.041998e-01
-4.784757e-02, -1.802712e-02, -1.256801e+00, 8.440351e+00, 2.804933e-01
-1.914741e-02, 1.439951e-02, -1.267983e+00, 8.994144e+00, 2.393169e-01
3.124760e-01, 2.070779e-01, 4.563314e+00, 1.668872e+00, 1.429260e-01
-1.757780e-01, 3.651550e-02, 1.149236e+00, 3.134667e-02, 6.496544e-02
-1.470779e-01, 6.894212e-02, 1.239749e+00, 5.946393e-01, 4.984634e-02
1.845452e-01, 2.616201e-01, -2.574598e+00, -9.483621e-01, 7.463683e-02
2.870021e-02, 3.242671e-02, 1.100321e+01, -8.994999e-01, 4.503396e-01
3.603233e-01, 2.251050e-01, -1.095315e-01, -4.833775e+00, 1.225555e-01
3.316233e-01, 1.926783e-01, -1.220019e-01, -4.615282e+00, 1.902138e-01
-4.484911e-02, 1.714570e-01, 3.311559e-01, 2.035591e+00, 3.791819e-01
2.544311e-01, 5.527729e-02, 9.458465e-01, 1.653141e+00, 4.258193e-01
-8.217146e-02, 1.551672e-01, -3.085823e+00, 1.487691e+00, 4.848107e-01
-3.095510e-02, 1.175032e-01, -8.098874e-01, 5.210071e+00, 8.272781e-01
9.713552e-02, 6.295086e-02, 1.028285e+00, -7.052842e+00, 4.334639e-01
-7.904161e-02, 9.947954e-02, -2.197744e+00, 8.838234e-02, 3.640458e-01
-5.012405e-02, 1.319041e-01, -1.731337e+00, -8.400733e-01, 3.228060e-01
2.822315e-01, 3.245579e-01, -2.162114e+00, 3.354407e+00, 3.462182e-01
2.992801e-01, -1.161796e-01, 2.265752e+00, 3.017473e-01, 5.022476e-02
-3.732246e-02, -1.629022e-02, 5.580589e+00, 7.820721e+00, 4.716062e-01
1.389378e-02, -5.395378e-02, -4.224970e+00, 2.636298e+00, 1.196396e-01
1.419840e-01, -1.085060e-01, -3.108314e+00, -2.837261e-01, 5.270279e-02
-3.419223e-02, -7.197758e-02, -3.198171e+00, -7.423954e+00, 1.082884e-01
-5.275166e-03, -3.955300e-02, -2.699796e+00, -8.617450e+00, 2.766187e-01
3.270798e-01, 1.531008e-01, -2.360524e+00, 2.315338e+00, 4.592588e-02
-3.366027e-01, 9.988936e-02, 5.725163e-01, 1.615327e+00, 1.248658e-01
-2.853863e-01, 6.222576e-02, -1.648987e+00, 2.227484e+00, 1.136018e-01
-1.572961e-01, 7.673582e-03, -3.202153e+00, 2.098869e-01, 5.824360e-02
-3.334724e-01, 4.420214e-02, -1.981876e+00, -2.083485e+00, 6.164946e-02
-3.045553e-01, 7.662674e-02, -2.013366e+00, -2.395491e+00, 6.986306e-02
2.779970e-02, 2.692813e-01, -2.244387e+00, 1.970110e+00, 7.404586e-02
5.121631e-02, -3.766359e-02, 1.992116e+00, 2.083006e+00, 2.053419e-01
1.793069e-01, -9.221569e-02, -2.067883e+00, 2.648468e+00, 1.916303e-01
3.130072e-03, -5.568707e-02, -6.495442e+00, -7.648408e-01, 3.541499e-01
3.204735e-02, -2.326266e-02, -6.142744e+00, -8.321945e-01, 4.759400e-01
3.644027e-01, 1.693910e-01, 1.487779e+00, 2.519121e+00, 1.467103e-01
1.280904e-01, -5.455220e-02, -1.975299e+00, 3.672133e-01, 1.156968e-01
-4.808623e-02, -1.802359e-02, -4.768323e-02, 8.400602e+00, 1.873124e-01
-1.916896e-02, 1.440094e-02, -4.017167e-01, 9.412602e+00, 2.860093e-01
3.131865e-01, 2.070547e-01, 4.838998e+00, 9.830771e-01, 1.145906e-01
-1.761767e-01, 3.652860e-02, 1.075507e+00, 1.775611e-01, 4.758295e-02
-1.472594e-01, 6.895310e-02, 9.868235e-01, 8.672072e-01, 5.783736e-02
1.850964e-01, 2.616064e-01, -2.426809e+00, -1.519996e+00, 4.548668e-02
2.891729e-02, 3.242462e-02, 1.134852e+01, -2.432548e-01, 3.466396e-01
3.612723e-01, 2.250782e-01, -6.428927e-02, -4.746674e+00, 7.325672e-02
3.323557e-01, 1.926536e-01, -3.903884e-01, -4.715533e+00, 1.795803e-01
-4.442318e-02, 1.714604e-01, 1.194149e+00, 1.857048e+00, 3.009423e-01
2.551090e-01, 5.525837e-02, 1.929368e+00, 2.209394e+00, 3.268203e-01
-8.190315e-02, 1.551734e-01, -2.510135e+00, 2.027962e+00, 3.364051e-01
-3.061597e-02, 1.175056e-01, 1.204415e+00, 2.729858e+00, 8.262484e-01
9.763370e-02, 6.294369e-02, 1.682632e+00, -6.544422e+00, 4.132417e-01
-7.894107e-02, 9.948547e-02, -2.278697e+00, 4.482220e-01, 4.081884e-01
-4.980650e-02, 1.319079e-01, -2.186452e+00, -1.027240e+00, 2.618898e-01
2.832811e-01, 3.245368e-01, -6.987899e-01, 3.718411e+00, 3.460335e-01
2.995327e-01, -1.162020e-01, 2.317811e+00, 5.348398e-01, 5.307275e-02
-3.747974e-02, -1.628747e-02, 4.933335e+00, 8.064665e+00, 3.197137e-01
1.380750e-02, -5.395484e-02, -4.226060e+00, 2.217696e+00, 1.337335e-01
1.420572e-01, -1.085167e-01, -2.959297e+00, -1.085784e+00, 3.782913e-02
-3.451706e-02, -7.197507e-02, -2.566161e+00, -7.628065e+00, 1.659161e-01
-5.382897e-03, -3.955262e-02, -1.996469e+00, -8.736368e+00, 1.479367e-01
3.277047e-01, 1.530764e-01, -2.320415e+00, 2.341623e+00, 4.723777e-02
-3.370122e-01, 9.991449e-02, 5.668530e-01, 1.658444e+00, 6.735979e-02
-2.857248e-01, 6.224706e-02, -1.624822e+00, 2.128565e+00, 9.659164e-02
-1.574753e-01, 7.685323e-03, -3.102612e+00, -3.303493e-01, 4.856659e-02
-3.340487e-01, 4.422699e-02, -2.012891e+00, -2.188053e+00, 8.973344e-02
-3.049154e-01, 7.664946e-02, -1.942228e+00, -2.414773e+00, 6.827230e-02
2.817127e-02, 2.692794e-01, -2.110648e+00, 2.177477e+00, 5.880970e-02
5.128716e-02, -3.766741e-02, 1.904616e+00, 2.176446e+00, 1.128767e-01
1.795368e-01, -9.222908e-02, -2.480705e+00, 2.276651e+00, 1.131371e-01
2.962524e-03, -5.568733e-02, -6.496984e+00, -8.551544e-01, 3.046876e-01
3.209673e-02, -2.326504e-02, -6.503288e+00, -8.213629e-01, 2.268547e-01
3.651839e-01, 1.693638e-01, 1.686721e+00, 2.388512e+00, 9.549517e-02
1.282496e-01, -5.456175e-02, -1.994670e+00, 5.102664e-01, 1.110335e-01
-4.832451e-02, -1.802003e-02, -1.084765e-02, 8.509780e+00, 2.191725e-01
-1.919041e-02, 1.440237e-02, -2.386589e-01, 9.191433e+00, 2.040211e-01
3.138968e-01, 2.070313e-01, 4.839461e+00, 5.096536e-01, 9.892763e-02
-1.765739e-01, 3.654169e-02, 1.224282e+00, 1.166908e-01, 5.544916e-02
-1.474400e-01, 6.896409e-02, 1.145311e+00, 6.997574e-01, 3.418461e-02
1.856469e-01, 2.615927e-01, -2.792480e+00, -7.217832e-01, 4.831807e-02
2.913405e-02, 3.242250e-02, 1.117130e+01, -2.333501e-01, 3.812998e-01
3.622202e-01, 2.250513e-01, -6.359056e-01, -4.671201e+00, 1.123265e-01
3.330870e-01, 1.926289e-01, -9.228317e-01, -4.599022e+00, 1.074550e-01
-4.399821e-02, 1.714639e-01, 1.260354e+00, 1.265899e+00, 3.423304e-01
2.557848e-01, 5.523941e-02, 1.460364e+00, 1.916821e+00, 4.062985e-01
-8.163457e-02, 1.551796e-01, -2.590484e+00, 2.137265e+00, 4.522673e-01
-3.027673e-02, 1.175080e-01, -1.055800e+00, 3.742005e+00, 8.270126e-01
9.813126e-02, 6.293648e-02, 1.390268e+00, -6.661659e+00, 4.131514e-01
-7.883999e-02, 9.949141e-02, -2.846532e+00, 6.252298e-02, 4.737481e-01
-4.948863e-02, 1.319117e-01, -2.222378e+00, -2.705632e-01, 3.450828e-01
2.843285e-01, 3.245158e-01, -1.156005e+00, 4.154581e+00, 3.760308e-01
2.997832e-01, -1.162243e-01, 2.318582e+00, 5.067636e-01, 4.106283e-02
-3.763635e-02, -1.628469e-02, 4.759474e+00, 8.392747e+00, 2.152766e-01
1.372134e-02, -5.395590e-02, -4.319862e+00, 2.379143e+00, 9.551907e-02
1.421295e-01, -1.085273e-01, -2.872561e+00, -1.224992e+00, 3.732525e-02
-3.484149e-02, -7.197255e-02, -2.789635e+00, -7.674989e+00, 1.687994e-01
-5.490394e-03, -3.955225e-02, -1.563921e+00, -8.825655e+00, 1.672716e-01
3.283260e-01, 1.530520e-01, -2.034667e+00, 2.481467e+00, 6.029705e-02
-3.374195e-01, 9.993964e-02, 5.267172e-01, 1.673418e+00, 5.594942e-02
-2.860618e-01, 6.226837e-02, -1.280361e+00, 2.342641e+00, 9.616729e-02
-1.576535e-01, 7.697069e-03, -3.079827e+00, -6.165988e-01, 4.774459e-02
-3.346243e-01, 4.425189e-02, -1.975131e+00, -2.119701e+00, 7.787479e-02
-3.052737e-01, 7.667221e-02, -1.772404e+00, -2.445046e+00, 6.862625e-02
2.854216e-02, 2.692774e-01, -1.927560e+00, 2.386663e+00, 5.830874e-02
5.135773e-02, -3.767124e-02, 2.028203e+00, 2.068091e+00, 1.180022e-01
1.797658e-01, -9.224246e-02, -2.469383e+00, 2.187319e+00, 8.258312e-02
2.794771e-03, -5.568760e-02, -6.692321e+00, -3.784828e-01, 1.865673e-01
3.214593e-02, -2.326744e-02, -6.348996e+00, -9.612695e-01, 2.351026e-01
3.659626e-01, 1.693366e-01, 1.982959e+00, 2.133938e+00, 8.886800e-02
1.284082e-01, -5.457132e-02, -1.913342e+00, -1.020696e-01, 9.158263e-02
-4.856300e-02, -1.801646e-02, 1.715971e-01, 8.393781e+00, 2.121743e-01
-1.921177e-02, 1.440380e-02, -1.197168e+00, 9.084442e+00, 2.082845e-01
3.146050e-01, 2.070080e-01, 4.833320e+00, 3.794020e-01, 1.236881e-01
-1.769709e-01, 3.655484e-02, 1.190458e+00, 2.218208e-02, 5.890972e-02
-1.476199e-01, 6.897508e-02, 1.256447e+00, 7.197951e-01, 4.136808e-02
1.861962e-01, 2.615789e-01, -2.848895e+00, -3.549338e-01, 5.875895e-02
2.935113e-02, 3.242035e-02, 1.120890e+01, 6.882296e-01, 3.346425e-01
3.631675e-01, 2.250244e-01, -6.983279e-01, -4.523640e+00, 1.304308e-01
3.338166e-01, 1.926041e-01, -1.491902e+00, -4.477407e+00, 1.053203e-01
-4.356798e-02, 1.714672e-01, 8.474448e-01, 1.358442e+00, 2.999542e-01
2.564632e-01, 5.522031e-02, 1.456421e+00, 9.484121e-01, 3.434238e-01
-8.136306e-02, 1.551858e-01, -2.087463e+00, 2.931539e+00, 3.804037e-01
-2.993454e-02, 1.175104e-01, 1.167293e+00, 4.381734e+00, 8.476036e-01
9.863270e-02, 6.292919e-02, 1.303302e+00, -6.823077e+00, 4.172432e-01
-7.873739e-02, 9.949742e-02, -2.477824e+00, -1.008355e+00, 4.521973e-01
-4.916782e-02, 1.319156e-01, -1.780021e+00, -5.571558e-01, 3.535791e-01
2.853805e-01, 3.244945e-01, -5.891990e-01, 4.130880e+00, 3.238434e-01
3.000334e-01, -1.162468e-01, 2.213711e+00, 3.990304e-01, 6.153892e-02
-3.779420e-02, -1.628189e-02, 4.660932e+00, 8.469776e+00, 3.453237e-01
1.363445e-02, -5.395695e-02, -4.213281e+00, 2.387345e+00, 9.875443e-02
1.422017e-01, -1.085380e-01, -2.959652e+00, -1.119049e+00, 4.411052e-02
-3.516942e-02, -7.196994e-02, -2.083455e+00, -7.831466e+00, 1.889567e-01
-5.598750e-03, -3.955183e-02, -1.741257e+00, -8.855170e+00, 2.333148e-01
3.289491e-01, 1.530275e-01, -2.069938e+00, 2.463570e+00, 6.777229e-02
-3.378263e-01, 9.996487e-02, 4.433291e-01, 1.720534e+00, 8.419318e-02
-2.863979e-01, 6.228976e-02, -1.528192e+00, 2.286025e+00, 8.945169e-02
-1.578315e-01, 7.708855e-03, -3.093296e+00, -5.520900e-01, 5.670512e-02
-3.352011e-01, 4.427698e-02, -1.790226e+00, -2.324314e+00, 8.083748e-02
-3.056311e-01, 7.669503e-02, -1.805179e+00, -2.520165e+00, 8.336498e-02
2.891266e-02, 2.692753e-01, -1.959444e+00, 2.305631e+00, 7.964589e-02
5.142847e-02, -3.767508e-02, 1.899134e+00, 2.003601e+00, 1.390472e-01
1.799954e-01, -9.225597e-02, -2.353710e+00, 2.216388e+00, 1.275070e-01
2.625498e-03, -5.568785e-02, -6.542069e+00, -8.428303e-01, 2.725630e-01
3.219528e-02, -2.326985e-02, -6.493934e+00, -7.995191e-01, 2.750139e-01
3.667418e-01, 1.693094e-01, 1.966362e+00, 2.043152e+00, 1.210433e-01
1.285669e-01, -5.458094e-02, -2.109998e+00, 4.332102e-03, 1.078834e-01
-4.880309e-02, -1.801285e-02, -7.448310e-01, 8.426495e+00, 2.526811e-01
-1.923316e-02, 1.440525e-02, -9.790214e-01, 8.879683e+00, 2.658449e-01
3.153131e-01, 2.069846e-01, 4.787160e+00, 3.066855e-01, 1.256651e-01
-1.773704e-01, 3.656814e-02, 1.106780e+00, 9.496790e-02, 5.747955e-02
-1.478001e-01, 6.898617e-02, 1.213182e+00, 7.636695e-01, 4.859085e-02
1.867460e-01, 2.615651e-01, -2.825185e+00, -4.612092e-01, 6.497539e-02
2.956982e-02, 3.241815e-02, 1.142424e+01, -3.709179e-01, 3.595092e-01
3.641180e-01, 2.249972e-01, -1.240245e+00, -4.485851e+00, 9.815362e-02
3.345463e-01, 1.925792e-01, -1.423294e+00, -4.466678e+00, 1.507249e-01
-8.104875e-03, 1.716350e-01, -7.317617e-01, -1.292949e+00, 3.275275e-01
3.075197e-01, 5.349018e-02, -1.457472e+00, -4.769200e-01, 5.977949e-01
-5.807267e-02, 1.556211e-01, -5.229239e-01, 1.240611e+00, 3.840897e-01
-1.738034e-03, 1.176148e-01, 2.120885e+00, 2.622118e+00, 8.099632e-01
1.376629e-01, 6.221003e-02, -3.928796e+00, 5.184794e-01, 5.963871e-01
-6.917990e-02, 9.995561e-02, -2.458768e+00, -8.981150e-01, 4.740202e-01
-2.239478e-02, 1.321422e-01, -2.936142e+00, 1.441591e+00, 3.038474e-01
3.155402e-01, -1.181453e-01, 8.480109e-01, -1.533359e+00, 8.441084e-02
-4.995237e-02, -1.601483e-02, 4.143760e-01, 7.823930e+00, 4.275972e-01
6.373927e-03, -5.402030e-02, -5.349888e+00, 1.839075e+00, 7.555427e-02
1.457439e-01, -1.094253e-01, -3.071990e+00, -7.070508e-01, 7.337920e-02
-6.104909e-02, -7.167998e-02, 8.119769e+00, -5.719473e+00, 1.570087e-01
-1.428251e-02, -3.949271e-02, 6.016518e-01, -9.336581e+00, 2.087341e-01
-3.655358e-01, 1.021316e-01, -1.460473e+00, -1.116432e-01, 1.480501e-01
-3.091912e-01, 6.412473e-02, -3.073664e+00, -6.555229e-01, 1.847270e-01
-1.697944e-01, 8.718440e-03, -1.319559e+00, -2.069493e+00, 9.387196e-02
-3.766744e-01, 4.646651e-02, 1.907166e+00, 8.887570e-01, 8.895617e-02
-3.298511e-01, 7.865290e-02, 1.859191e+00, -1.735585e+00, 1.476446e-01
5.633114e-02, -3.800568e-02, 3.085009e+00, 4.839484e-01, 1.317339e-01
1.957205e-01, -9.341117e-02, -3.222464e-02, 2.783945e+00, 1.387583e-01
-1.109297e-02, -5.566537e-02, -4.466717e+00, -6.151679e+00, 3.542499e-01
3.567495e-02, -2.347798e-02, -6.062795e+00, 4.405201e-01, 2.024376e-01
1.393824e-01, -5.540487e-02, -1.020441e+00, 6.512104e-01, 8.592752e-02
-6.742367e-02, -1.765961e-02, -6.485687e+00, 1.993617e+00, 1.190422e-01
-2.065627e-02, 1.452774e-02, -2.267096e+00, 8.668494e+00, 2.331813e-01
-2.068362e-01, 3.774596e-02, -1.206527e+00, 2.168028e+00, 8.288768e-02
-1.600407e-01, 6.993280e-02, 6.493784e-01, 1.995638e+00, 5.178157e-02
4.676797e-02, 3.218733e-02, 6.821589e+00, -7.851741e+00, 3.303288e-01
-7.714393e-03, 1.716356e-01, -1.242697e+00, -1.285348e+00, 4.349106e-01
-5.780793e-02, 1.556251e-01, 2.136471e-01, 2.990720e+00, 4.165930e-01
-1.429261e-03, 1.176150e-01, 3.872407e+00, 9.055559e-01, 8.315645e-01
1.380405e-01, 6.220146e-02, -2.479206e+00, 1.376583e+00, 4.551084e-01
-6.906284e-02, 9.996028e-02, -2.915811e+00, -1.188334e+00, 5.540720e-01
-2.209866e-02, 1.321436e-01, -2.197614e+00, 2.396245e+00, 3.572895e-01
-5.009312e-02, -1.601107e-02, -9.500751e-01, 7.829744e+00, 2.435748e-01
6.285657e-03, -5.402079e-02, -5.496978e+00, 1.782911e+00, 6.740978e-02
1.457560e-01, -1.094345e-01, -3.039548e+00, -8.074605e-01, 3.705279e-02
-6.134836e-02, -7.167553e-02, 8.087873e+00, -5.387903e+00, 4.816405e-02
-1.438352e-02, -3.949170e-02, 9.564261e-01, -9.077422e+00, 2.284127e-01
5.637871e-02, -3.800976e-02, 3.151798e+00, 6.064510e-02, 1.078503e-01
1.958485e-01, -9.342342e-02, 6.144047e-02, 2.889738e+00, 9.894306e-02
-1.125496e-02, -5.566458e-02, -5.018197e+00, -5.805538e+00, 2.336081e-01
3.570943e-02, -2.348056e-02, -6.007196e+00, 8.324049e-01, 1.719949e-01
1.394698e-01, -5.541356e-02, -1.130501e+00, 6.421891e-01, 6.942005e-02
-6.763367e-02, -1.765473e-02, -6.518327e+00, 1.793301e+00, 6.796004e-02
-2.066922e-02, 1.452924e-02, -2.658608e+00, 8.695325e+00, 2.591479e-01
-2.071035e-01, 3.775887e-02, -1.337845e+00, 2.153739e+00, 3.899154e-02
-1.601390e-01, 6.994276e-02, 7.653343e-01, 2.014671e+00, 5.725380e-02
4.696436e-02, 3.218395e-02, 6.913799e+00, -7.835402e+00, 2.693855e-01
-5.751073e-02, 1.556295e-01, -1.067427e+00, 1.447841e+00, 2.947817e-01
-6.893343e-02, 9.996544e-02, -2.632548e+00, -1.396098e+00, 3.202335e-01
-2.176591e-02, 1.321453e-01, -2.087036e+00, 1.476246e+00, 2.902574e-01
-5.023177e-02, -1.600735e-02, -3.164199e+00, 7.698285e+00, 2.700529e-01
-6.164843e-02, -7.167108e-02, 8.023217e+00, -5.434971e+00, 7.024906e-02
-1.448693e-02, -3.949063e-02, 7.599290e-01, -9.532446e+00, 1.657033e-01
-1.141860e-02, -5.566375e-02, -6.515825e+00, -4.340570e+00, 2.774508e-01
3.574485e-02, -2.348323e-02, -5.554843e+00, 2.559592e+00, 2.563003e-01
4.716296e-02, 3.218051e-02, 6.920724e+00, -8.010828e+00, 1.942823e-01
-6.842596e-03, 1.716369e-01, -1.489019e+00, -2.160479e+00, 3.183230e-01
-5.721352e-02, 1.556338e-01, 4.932400e-01, 1.816056e+00, 4.348688e-01
-7.377726e-04, 1.176153e-01, 3.611274e+00, 1.568597e-02, 6.313296e-01
1.389389e-01, 6.218095e-02, -2.472119e+00, 1.828145e+00, 3.727828e-01
-2.143358e-02, 1.321470e-01, -2.908946e+00, 1.616161e+00, 3.044410e-01
-5.037070e-02, -1.600362e-02, -9.434762e-02, 8.157167e+00, 4.933929e-01
6.105013e-03, -5.402176e-02, -5.430697e+00, 1.576365e+00, 6.540835e-02
1.457826e-01, -1.094563e-01, -3.136260e+00, -7.216179e-01, 4.197758e-02
-1.459054e-02, -3.948957e-02, 1.382840e+00, -9.264342e+00, 9.641213e-02
5.647572e-02, -3.801820e-02, 3.037962e+00, 6.064388e-01, 1.801214e-01
1.961529e-01, -9.345271e-02, -4.052496e-02, 2.934095e+00, 1.602469e-01
3.578006e-02, -2.348590e-02, -5.834722e+00, -1.508933e-01, 3.582459e-01
1.396772e-01, -5.543443e-02, -8.817543e-01, 7.156936e-01, 5.954227e-02
-2.069560e-02, 1.453233e-02, -2.393060e+00, 8.557034e+00, 1.377828e-01
-1.603727e-01, 6.996671e-02, 6.075739e-01, 2.047278e+00, 3.709266e-02
-6.406671e-03, 1.716376e-01, -8.699278e-01, -1.448677e+00, 3.823125e-01
-5.691598e-02, 1.556382e-01, 4.253341e-01, 1.417357e+00, 3.912589e-01
-3.923306e-04, 1.176154e-01, 2.911857e+00, 7.586304e-01, 8.262926e-01
1.393872e-01, 6.217064e-02, -2.844889e+00, 1.545145e+00, 4.497055e-01
-2.110085e-02, 1.321487e-01, -2.264117e+00, 2.595700e+00, 4.201835e-01
3.698567e-01, 3.223948e-01, -4.043170e+00, 1.727579e-01, 4.818920e-01
-5.050898e-02, -1.599988e-02, 1.660415e-01, 8.178081e+00, 3.934158e-01
6.014798e-03, -5.402223e-02, -5.553240e+00, 1.254429e+00, 6.358305e-02
1.457948e-01, -1.094672e-01, -3.158500e+00, -5.032158e-01, 4.233975e-02
-1.469387e-02, -3.948850e-02, 1.561747e+00, -9.269163e+00, 8.925721e-02
3.761909e-01, 1.507570e-01, 1.213276e+00, -1.678400e+00, 6.635856e-02
5.652370e-02, -3.802241e-02, 2.916930e+00, 8.760725e-01, 1.573366e-01
1.963035e-01, -9.346733e-02, 1.025974e-02, 2.910871e+00, 1.513749e-01
3.581509e-02, -2.348857e-02, -6.057831e+00, -4.185654e-01, 2.968791e-01
4.267230e-01, 1.667563e-01, -1.611164e+00, 1.244469e-01, 1.104170e-01
1.397797e-01, -5.544485e-02, -8.111215e-01, 7.564697e-01, 5.720461e-02
-2.070863e-02, 1.453387e-02, -2.001341e+00, 8.652513e+00, 1.211277e-01
3.701911e-01, 2.047794e-01, -3.583917e+00, -5.401045e-01, 1.246599e-01
-1.604884e-01, 6.997869e-02, 4.438992e-01, 2.084246e+00, 3.768721e-02
2.303940e-01, 2.602259e-01, 3.001244e+00, 3.535829e+00, 1.368469e-01
3.909022e-01, 1.902453e-01, 1.758743e+00, 2.183545e+00, 1.118118e-01
-5.970283e-03, 1.716382e-01, -8.246948e-01, -1.955028e+00, 3.513732e-01
-5.661783e-02, 1.556425e-01, -2.821436e-01, 1.222710e+00, 3.628982e-01
-4.639641e-05, 1.176156e-01, 1.548638e+00, 1.194659e-01, 7.406964e-01
1.398355e-01, 6.216028e-02, -2.638444e+00, 6.495385e-01, 4.427059e-01
-6.853616e-02, 9.998104e-02, -3.127853e+00, -1.031339e+00, 3.811834e-01
-2.076809e-02, 1.321503e-01, -2.977225e+00, 1.782989e+00, 2.899090e-01
-5.064722e-02, -1.599612e-02, -1.229021e+00, 7.900343e+00, 2.522722e-01
5.924396e-03, -5.402270e-02, -5.440600e+00, 1.658874e+00, 7.618595e-02
1.458063e-01, -1.094781e-01, -3.065064e+00, -7.723533e-01, 3.763345e-02
-6.256567e-02, -7.165725e-02, 8.533937e+00, -4.801706e+00, 5.453839e-02
-1.479714e-02, -3.948741e-02, 1.338939e+00, -9.302716e+00, 7.235942e-02
5.657151e-02, -3.802663e-02, 3.095975e+00, 1.255760e-01, 1.106297e-01
1.964534e-01, -9.348205e-02, 2.252336e-01, 2.832415e+00, 1.008730e-01
-1.191829e-02, -5.566125e-02, -4.832571e+00, -6.186843e+00, 2.398351e-01
3.584996e-02, -2.349124e-02, -5.981494e+00, 7.789833e-01, 2.099254e-01
1.398817e-01, -5.545531e-02, -1.000504e+00, 6.584388e-01, 6.923864e-02
-6.848974e-02, -1.763456e-02, -6.538926e+00, 1.287793e+00, 1.009864e-01
-2.072155e-02, 1.453542e-02, -2.792319e+00, 8.595613e+00, 1.130651e-01
-2.083715e-01, 3.782079e-02, -1.467200e+00, 2.062339e+00, 4.244700e-02
-1.606033e-01, 6.999067e-02, 6.846647e-01, 2.085786e+00, 3.617756e-02
4.776810e-02, 3.216996e-02, 6.737253e+00, -8.130847e+00, 9.685078e-02
-5.535401e-03, 1.716387e-01, -8.118916e-01, -1.712699e+00, 2.864859e-01
